"Code d'organisme";"Nom d'organisme officiel";"Code organisme responsable";"Adresse de courrier electronique";"Adresse de site WEB";"Ordre d'appartenance";"Réseau d'enseignement";"Type d'organisme";"Numéro de téléphone";"Numéro de poste téléphone";"Numéro de télécopieur";"Nom du directeur";"Prénom du directeur";"Appellation";"Titre de l'intervenant";"Circonscription électorale provinciale";"Code postal de l'adresse géographique";"Numéro - nom de rue et casier postal de l'adresse postale";"Région administrative";"Latitude";"Longitude";"Municipalité de l'adresse géographique";"Français";"Anglais";
"872003";"École La Myriade J.-P.-H.-Massicotte";"872000";"jphmassicotte@csbf.qc.ca";"spip.csbf.qc.ca/jphm/";"7";"Public";"École";"8197529756";"";"";"Hamel";"Janie";"Mme.";"directrice";"5";"G6P1J8";"57, rue Monfette";"17";"46.047";"-71.913";"24";"Oui";"Non";
"871029";"École la Nacelle-la Source";"871000";"de.la_nacelle@csriveraine.qc.ca";"";"3";"Public";"École";"8192632242";"";"(819) 263-2793";"Descôteaux";"11";"Mme.";"Directrice principale";"81";"G0X2Z0";"111, rue Lapérade";"17";"46.819";"-71.969";"STPierre-les-Becquets";"Oui";"Non";
"762089";"École Lanaudière";"762000";"lanaudiere@csdm.qc.ca";"www.csdm.qc.ca/Lanaudiere/";"3";"Public";"École";"5145965835";"";"(514) 596-6931";"46";"Mathieu";"M.";"Direction";"74";"H2J3N9";"4300, rue De Lanaudière";"6";"45.531";"-73.591";"0";"Oui";"Non";
"712008";"École Langevin";"712000";"langevin@csphares.qc.ca";"";"4";"Public";"École";"4187243384";"3200";"(418) 724-8929";"De Champlain";"Édith";"Mme.";"Directrice d'école";"93";"G5L4J2";"105, rue Saint-Jean-Baptiste Ouest";"1";"48.46";"-68.521";"21";"Oui";"Non";
"868022";"École Langlois";"868000";"langlois@csvt.qc.ca";"";"3";"Public";"École";"4503736661";"2200";"(450) 373-6883";"De Bellefeuille";"10";"M.";"";"8";"J6T2A9";"316, rue Saint-Jean-Baptiste";"16";"45.257";"-74.113";"28";"Oui";"Non";
"714008";"École Lanouette";"714000";"direc.lanouette@cskamloup.qc.ca";"www.cskamloup.qc.ca/enseigne/lanouet/index.html";"3";"Public";"École";"4188671616";"4020";"(418) 868-2411";"41";"17";"Mme.";"Directrice";"94";"G0L2J0";"18, rue du Couvent";"1";"47.817";"-69.25";"STAntonin";"Oui";"Non";
"823070";"École la Passerelle";"823000";"lacroix@csbe.qc.ca";"www.csbe.qc.ca/lacroix/index.htm";"3";"Public";"École";"4182285541";"7112";"(418) 226-2473";"Beaudoin";"René";"M.";"Directeur";"7";"G5Y1L4";"11655, boulevard Lacroix";"12";"46.126";"-70.685";"54";"Oui";"Non";
"841001";"École la Passerelle";"841000";"lapasserelle@csaffluents.qc.ca";"";"3";"Public";"École";"4504923427";"";"(450) 581-8306";"Umbriaco";"Danielle";"Mme.";"Directrice";"60";"J5Z1E7";"129, rue Saint-Alexis";"14";"45.769";"-73.474";"Charlemagne";"Oui";"Non";
"842086";"École La Passerelle";"842000";"sacrecoeur@cssamares.qc.ca";"www.cssamares.qc.ca";"3";"Public";"École";"4507583728";"";"(450) 755-3931";"Gamache";"Dominique";"Mme.";"Directrice";"51";"J0K3E0";"33, boulevard Brassard";"14";"46.082";"-73.187";"STPaul";"Oui";"Non";
"869024";"École La Perdriolle";"869000";"perdriolle@cstrois-lacs.qc.ca";"www.cstrois-lacs.qc.ca/eper/";"3";"Public";"École";"5144531962";"";"(514) 453-1965";"Tessier";"Marie-Christine";"Mme.";"Directrice d'école";"119";"J7V7W4";"1030, boulevard Don-Quichotte";"16";"45.377";"-73.946";"L'Île-Perrot";"Oui";"Non";
"762110";"École La Petite-Patrie, pavillon Saint-Jean-de-la-Croix";"762000";"stjc@csdm.qc.ca";"www.csdm.qc.ca/petite-patrie";"3";"Public";"École";"5145965485";"";"(514) 596-5488";"12";"Gérald";"M.";"Directeur";"38";"H2S1K5";"35, rue Saint-Zotique Est";"6";"45.536";"-73.606";"0";"Oui";"Non";
"861052";"École Laplume";"861000";"ecole.laplume@cs-soreltracy.qc.ca";"www.cs-soreltracy.qc.ca/laplume/";"2";"Public";"École";"4507463515";"";"(450) 742-6747";"Beaudet";"17";"Mme.";"Directrice École Laplume";"91";"J3R2S5";"2555, rue Cardin";"16";"46.011";"-73.148";"58";"Oui";"Non";
"752012";"École Laporte";"752000";"laporte@csrs.qc.ca";"www.csrs.qc.ca/etablissements";"3";"Public";"École";"8198220728";"31206";"(819) 822-0922";"Turgeon";"Jean";"M.";"";"100";"J1E1Y6";"655, rue Papineau";"5";"45.428";"-71.865";"5";"Oui";"Non";
"801003";"École La Porte-du-Nord";"801000";"";"";"4";"Public";"École";"4187487621";"3321";"(418) 748-4748";"Sabin";"fortin";"M.";"Directeur école La Porte du Nord";"116";"G8P1C1";"265, rue Lanctôt";"10";"49.911";"-74.358";"37";"Oui";"Non";
"873057";"École La Poudrière";"873000";"direction.lapoudriere@csdeschenes.qc.ca";"poudriere.csdc.qc.ca/";"4";"Public";"École";"8194740757";"";"(819) 474-0826";"Rheault";"Ghislain";"M.";"Directeur";"50";"J2B4T5";"1125, boulevard Jean-de-Brébeuf Case postale 280";"17";"45.863";"-72.507";"14";"Oui";"Non";
"862201";"École La Présentation";"862000";"dir.lapresentation@cssh.qc.ca";"";"3";"Public";"École";"4507735655";"";"(450) 796-4213";"Lamoureux";"17";"Mme.";"Directrice";"102";"J0H1B0";"609, rue Desmarais";"16";"45.68";"-72.722";"La Présentation";"Oui";"Non";
"742067";"École La Providence";"742000";"providence@csenergie.qc.ca";"www.csenergie.qc.ca";"3";"Public";"École";"4183655104";"7300";"(418) 365-4460";"Rivard";"10";"M.";"Directeur d'école";"63";"G0X3H0";"460, rue du Couvent";"4";"46.819";"-71.969";"STTite";"Oui";"Non";
"831016";"École L'Aquarelle";"831000";"l'aquarelle@cslaval.qc.ca";"";"3";"Public";"École";"4506627000";"5480";"(450) 625-4322";"Proulx";"27";"Mme.";"Directrice";"108";"H7L5M6";"707, avenue Marc-Aurèle-Fortin";"13";"45.592";"-73.796";"2";"Oui";"Non";
"823060";"École L'Aquarelle de Saint-Bernard";"823000";"aquarelle.sb@csbe.qc.ca";"www.csbe.qc.ca/aquarelle/index.html";"3";"Public";"École";"4182285541";"7150";"(418) 475-4432";"6";"Marie-Josée A. ";"Mme.";"Directrice";"6";"G0S2G0";"1492, rue du Couvent";"12";"46.393";"-71.07";"STBernard";"Oui";"Non";
"733024";"École L'Arbrisseau";"733000";"arbrisseau@csdecou.qc.ca";"pedagogie.csdecou.qc.ca/arbrisseau";"3";"Public";"École";"4186522178";"6330";"(418) 652-2326";"12";"14";"Mme.";"Directrice";"66";"G1Y2W2";"4675, de la Promenade-des-Soeurs";"3";"46.76";"-71.35";"1";"Oui";"Non";
"841121";"École l'Arc-en-ciel";"841000";"l'arc-en-ciel@csaffluents.qc.ca";"www.csaffluents.qc.ca/warciel";"3";"Public";"École";"4504923735";"1121";"(450) 582-1584";"7";"Lyne";"Mme.";"Directrice";"60";"J6V1H6";"273, rue Pierre-Laporte";"14";"45.722";"-73.513";"10";"Oui";"Non";
"853012";"École L'Arc-en-ciel";"853000";"arcenciel@cslaurentides.qc.ca";"";"3";"Public";"École";"8194294101";"";"(819) 687-2376";"Boulanger";"Christiane";"Mme.";"Directeur";"53";"J0T1G0";"200, rue Principale";"15";"45.971";"-74.608";"Huberdeau";"Oui";"Non";
"823027";"École l'Arc-en-Ciel de Saint-Narcisse";"823000";"arc-en-ciel.sn@csbe.qc.ca";"www.csbe.qc.ca/arc-en-ciel/paccueil.htm";"3";"Public";"École";"4182285541";"7131";"(418) 475-4431";"Boutin";"35";"Mme.";"Directrice";"65";"G0S1W0";"510, rue de l'École";"12";"46.393";"-71.07";"STNarcisse-de-Beaurivage";"Oui";"Non";
"761088";"École La Relance";"761000";"";"www.cspi.qc.ca/la-relance/";"4";"Public";"École";"5143540287";"";"(514) 354-0710";"Labelle";"27";"Mme.";"Directrice";"3";"H1P2L9";"8755 Rue Belcourt";"6";"45.602";"-73.598";"0";"Oui";"Non";
"813025";"École La Relève";"813000";"lareleve@csrl.net";"www.csrl.qc.ca";"3";"Public";"École";"4185342637";"2300";"(418) 534-1317";"Arsenault";"Steve";"M.";"Directeur d'école";"13";"G0C2W0";"144, chemin Principal";"11";"48.611";"-64.303";"STElzéar";"Oui";"Non";
"853022";"École La Relève";"853000";"releve@cslaurentides.qc.ca";"";"3";"Public";"École";"8194294104";"";"(819) 274-2301";"Doré";"20";"Mme.";"Directeur";"53";"J0T1S0";"8, chemin des Pionniers";"15";"45.971";"-74.608";"La Minerve";"Oui";"Non";
"872012";"École La ribambelle Wilfrid-Labbé";"872000";"laribambelle@csbf.qc.ca";"www.csbf.qc.ca/ecoles/s01_ecole012.asp?ecoleID=34";"1";"Public";"École";"8197529751";"";"";"Lemay";"Mireille";"Mme.";"";"5";"G6P3K7";"28, rue Saint-Augustin";"17";"46.047";"-71.913";"24";"Oui";"Non";
"862208";"École Larocque";"862000";"dir.larocque@cssh.qc.ca";"larocque.cssh.qc.ca/";"3";"Public";"École";"4507747044";"";"(450) 774-0405";"Lussier";"34";"M.";"Directeur";"102";"J2S2R9";"2850, rue Notre-Dame";"16";"45.623";"-72.957";"18";"Oui";"Non";
"752013";"École LaRocque";"752000";"larocque@csrs.qc.ca";"www.csrs.qc.ca/etablissements";"3";"Public";"École";"8198225688";"31306";"(819) 822-6858";"Tardif";"Marie-Pierre";"Mme.";"Directrice";"110";"J1H4R6";"910, rue LaRocque";"5";"45.397";"-71.888";"5";"Oui";"Non";
"865283";"École la Roseraie";"865000";"laroseraie@csp.qc.ca";"www.csp.qc.ca/ecolesWEB/ec283.htm";"3";"Public";"École";"4506452355";"";"(450) 652-3920";"Ricard";"Louis";"M.";"Directeur";"120";"J3X1M6";"237, rue Mongeau";"16";"45.682";"-73.434";"Varennes";"Oui";"Non";
"865270";"École L'Arpège";"865000";"arpege@csp.qc.ca";"www.csp.qc.ca/ecolesWEB/ec270.htm";"3";"Public";"École";"4506452344";"";"(450) 649-6180";"Labelle";"5";"Mme.";"Directrice";"120";"J3E1W8";"649, rue Saint-Joseph";"16";"45.58";"-73.337";"STEJulie";"Oui";"Non";
"771060";"École La Sablonnière";"771000";"sablonniere@csdraveurs.qc.ca";"www.csdraveurs.qc.ca/sablonniere/";"3";"Public";"École";"8196431882";"";"(819) 643-4678";"Osborne";"Juli";"Mme.";"";"85";"J8P7G6";"143, rue des Sables";"7";"45.521";"-75.63";"3";"Oui";"Non";
"823069";"École la Source";"823000";"source@csbe.qc.ca";"www.csbe.qc.ca/lasource/index.html";"3";"Public";"École";"4182285541";"7157";"(418) 596-2502";"6";"Marie-Josée A. ";"Mme.";"Directrice";"65";"G0S1B0";"493, rue du Manoir";"12";"46.393";"-71.07";"STPatrice-de-Beaurivage";"Oui";"Non";
"713108";"École La Source";"713000";"trudeauv@csfl.qc.ca";"";"3";"Public";"École";"4188542192";"";"(418) 855-2967";"Trudeau";"Valérie";"Mme.";"Directrice";"94";"G0L4H0";"149, rue Saint-Joseph";"1";"47.817";"-69.25";"STMichel-du-Squatec";"Oui";"Non";
"771017";"École La Source";"771000";"source@csdraveurs.qc.ca";"htt://csdraveurs.qc.ca/source";"3";"Public";"École";"8195687861";"";"(819) 246-0591";"Bertrand";"27";"Mme.";"directrice";"20";"J8T6G8";"22, rue de l'Acadie";"7";"45.476";"-75.676";"3";"Oui";"Non";
"782018";"École La Source";"782000";"lasource@csrn.qc.ca";"";"4";"Public";"École";"8197628161";"1018";"(819) 764-7170";"de France";"Élisabeth";"Mme.";"Directrice d'école secondaire";"99";"J9X2C5";"70, rue des Oblats Est Case postale 908";"8";"48.238";"-79.02";"26";"Oui";"Non";
"813021";"École La Source";"813000";"lasource@csrl.net";"www.csrl.qc.ca";"3";"Public";"École";"4187523395";"1900";"(418) 752-6736";"44";"Édith";"Mme.";"";"13";"G0C2K0";"158A, 9e Rue Case postale 159";"11";"48.611";"-64.303";"Paspébiac";"Oui";"Non";
"831007";"École La Source";"831000";"la-Source@cslaval.qc.ca";"";"3";"Public";"École";"4506627000";"5660";"(450) 627-3911";"Jacques";"1";"M.";"Directeur";"35";"H7R1N7";"4525, boulevard Frenette";"13";"45.568";"-73.846";"2";"Oui";"Non";
"721083";"École La Source/Les Prés Verts";"721000";"BoulianneJ@cspaysbleuets.qc.ca";"";"3";"Public";"École";"4182764294";"";"(418) 374-1184";"Boulianne";"Judith";"Mme.";"Directrice";"96";"G0W1K0";"712, rue Principale";"2";"46.819";"-71.969";"STAugustin";"Oui";"Non";
"813003";"École L'Assomption";"813000";"assomption@csrl.net";"www.csrl.qc.ca";"3";"Public";"École";"4187822005";"5300";"(418) 782-1518";"Meunier";"27";"Mme.";"";"36";"G0C3G0";"1240, chemin Val-d'Espoir";"11";"48.611";"-64.303";"Percé";"Oui";"Non";
"823066";"École l'Astrale";"823000";"astrale@csbe.qc.ca";"www.csbe.qc.ca/astrale/index.html";"3";"Public";"École";"4182285541";"7156";"(418) 596-2041";"Boutin";"Laurent";"M.";"Directeur";"65";"G0S3C0";"423, rue Principale";"12";"46.393";"-71.07";"STSylvestre";"Oui";"Non";
"801016";"École La Taïga";"801000";"detaiga@grics.qc.ca";"";"4";"Public";"École";"4187487621";"5421";"(819) 755-4346";"Châteauvert";"Christian";"M.";"";"116";"J0Y1X0";"140, rue Principale Nord Case postale 338";"10";"48.229";"-77.933";"Lebel-sur-Quévillon";"Oui";"Non";
"841042";"École la Tourterelle";"841000";"laTourterelle@csaffluents.qc.ca";"";"3";"Public";"École";"4504923580";"1042";"(450) 582-6641";"Roberge";"Jacynthe";"Mme.";"Directrice";"90";"J5Y3M9";"175, rue Philippe-Goulet";"14";"45.789";"-73.411";"12";"Oui";"Non";
"763106";"École Laurendeau-Dunton";"763000";"direction.laurendeau-dunton@csmb.qc.ca";"";"3";"Public";"École";"5145952049";"";"(514) 595-2115";"Numainville";"Paul";"M.";"Directeur";"67";"H8N1R7";"1515, rue Rancourt";"6";"45.447";"-73.631";"0";"Oui";"Non";
"864035";"École Laurent-Benoît";"864000";"laurent_benoit_lenvol@csmv.qc.ca";"educ.csmv.qc.ca/laurent_benoit/";"3";"Public";"École";"4506562010";"";"(450) 656-2011";"St-Arnaud";"5";"Mme.";"Directrice de l'école primaire Laurent-Benoit";"117";"J3Y6H1";"5905, avenue Laurent-Benoît (Saint-Hubert)";"16";"45.48";"-73.403";"4";"Oui";"Non";
"763014";"École Laurentide";"763000";"direction.laurentide@csmb.qc.ca";"www2.csmb.qc.ca/Laurentide/";"3";"Public";"École";"5147442101";"";"(514) 744-3306";"Gariépy";"Maryz";"Mme.";"Directrice";"105";"H4L3C5";"465, rue Cardinal";"6";"45.506";"-73.675";"0";"Oui";"Non";
"762103";"École Laurier";"762000";"laurier@csdm.qc.ca";"www.csdm.qc.ca/laurier";"3";"Public";"École";"5145965770";"";"(514) 596-3467";"39";"Marylène";"Mme.";"";"74";"H2J1E9";"505, avenue Laurier Est";"6";"45.531";"-73.591";"0";"Oui";"Non";
"873028";"École L'Avenir";"873000";"direction.lavenir@csdeschenes.qc.ca";"lavenir.csdc.qc.ca/";"3";"Public";"École";"8198501628";"";"(819) 850-1685";"Rivard";"17";"Mme.";"Directrice";"50";"J0C1B0";"580, rue Principale";"17";"45.995";"-72.348";"L'Avenir";"Oui";"Non";
"762005";"École La Vérendrye";"762000";"laverendrye@csdm.qc.ca";"www.csdm.qc.ca/laverendrye/";"3";"Public";"École";"5145964845";"";"(514) 596-4847";"11";"20";"Mme.";"Directrice";"16";"H1L4W1";"3055, rue Mousseau";"6";"45.568";"-73.586";"0";"Oui";"Non";
"781048";"École Laverlochère-Saint-Eugène";"781000";"ecole.laverlochere@cslactem.qc.ca";"";"3";"Public";"École";"8197653361";"";"(819) 765-2380";"Larose";"Joanne";"Mme.";"directrice";"99";"J0Z2P0";"1, rue Des écoles Sud Case postale 130";"8";"47.539";"-79.242";"Laverlochère";"Oui";"Non";
"762075";"École La Visitation";"762000";"lavisitation@csdm.qc.ca";"www.csdm.qc.ca/lavisitation";"3";"Public";"École";"5145965295";"";"(514) 596-7047";"Ialongo";"Anne-Geneviève";"Mme.";"Directrice";"29";"H2B2B8";"10591, rue Séguin";"6";"45.57";"-73.646";"0";"Oui";"Non";
"762288";"École La Voie";"762000";"lavoie@csdm.qc.ca";"";"4";"Public";"École";"5147363500";"";"(514) 736-8155";"8";"Lucien";"M.";"Directeur";"79";"H3W2K8";"6755, rue Lavoie";"6";"45.489";"-73.636";"0";"Oui";"Non";
"763129";"École L'Eau-Vive";"763000";"direction.EcoleLEau-Vive@csmb.qc.ca";"";"3";"Public";"École";"5146877594";"";"(514) 366-2433";"Marcotte";"Tomy-Jonathan";"M.";"Directeur";"67";"H8R3G3";"171, avenue Orchard";"6";"45.441";"-73.658";"0";"Oui";"Non";
"831018";"École Le Baluchon";"831000";"le-baluchon@cslaval.qc.ca";"";"3";"Public";"École";"4506627000";"5720";"(450) 622-0884";"Angrand";"24";"Mme.";"Directrice";"108";"H7L1W1";"216, boulevard Je-Me-Souviens";"13";"45.592";"-73.796";"2";"Oui";"Non";
"831107";"École Leblanc";"831000";"leblanc@cslaval.qc.ca";"";"4";"Public";"École";"4506627000";"4899";"(450) 661-1328";"Desrosiers";"Jean-Sébastien";"M.";"Directeur";"75";"H7E4P2";"1750, Montée Masson";"13";"45.624";"-73.686";"2";"Oui";"Non";
"813032";"École Le Bois-Vivant";"813000";"lebois-vivant@csrl.net";"";"7";"Public";"École";"4183924350";"3000";"(418) 392-4906";"4";"32";"Mme.";"Directrice d'école";"13";"G0C2B0";"121, avenue Terry-Fox Case postale 1178";"11";"48.611";"-64.303";"New Richmond";"Oui";"Non";
"841039";"École le Bourg-Neuf";"841000";"lebourg-neuf@csaffluents.qc.ca";"";"3";"Public";"École";"4504923573";"1039";"(450) 654-8523";"Houde";"17";"Mme.";"Directrice";"60";"J5Z4K3";"168, rue Colbert";"14";"45.769";"-73.474";"12";"Oui";"Non";
"761057";"École Le Carignan";"761000";"le-carignan-dir@cspi.qc.ca";"www.cspi.qc.ca/car/";"3";"Public";"École";"5143283570";"";"(514) 328-3572";"Gascon";"0";"M.";"Directeur";"15";"H1G3T9";"11480, boulevard Rolland";"6";"45.621";"-73.608";"0";"Oui";"Non";
"851280";"École Le Carrefour";"851000";"lecarrefour@cssmi.qc.ca";"www.cssmi.qc.ca/etablissements/carrefour/";"3";"Public";"École";"4506212500";"";"(450) 621-9965";"Arvisais";"18";"Mme.";"Directrice d'école";"12";"J6Z3L5";"59, boulevard de Vignory";"15";"45.676";"-73.774";"Lorraine";"Oui";"Non";
"853013";"École Le Carrefour";"853000";"carrefour@cslaurentides.qc.ca";"";"3";"Public";"École";"8194294102";"";"(819) 687-9703";"Boulanger";"Christiane";"Mme.";"Directeur";"53";"J0T2L0";"259, rue Amherst Case postale 60";"15";"45.971";"-74.608";"Amherst";"Oui";"Non";
"841118";"École Le Castelet";"841000";"lecastelet@csaffluents.qc.ca";"";"3";"Public";"École";"4504923636";"1118";"(450) 471-8508";"Desrosiers";"35";"Mme.";"Directrice";"114";"J6X2N9";"4200, rue Robert";"14";"45.725";"-73.669";"10";"Oui";"Non";
"731004";"École L'Écho des trois montagnes";"731000";"jean-sebastien.gagnon@cscharlevoix.qc.ca";"";"3";"Public";"École";"4184393862";"3650";"(418) 439-4303";"1";"Jean-Sébastien";"M.";"Directeur d'école";"22";"G4A1K3";"19, rue Saint-Philippe";"3";"47.694";"-70.235";"Clermont";"Oui";"Non";
"823078";"École l'Éco-Pin";"823000";"eco-pin@csbe.qc.ca";"www.csbe.qc.ca/ecopin/";"3";"Public";"École";"4182285541";"7160";"(418) 774-3961";"Bégin";"26";"Mme.";"Directrice";"7";"G0M1K0";"3015, 1re Avenue";"12";"45.847";"-70.642";"NDdes-Pins";"Oui";"Non";
"801014";"École Le Delta";"801000";"";"";"4";"Public";"École";"4187487621";"6421";"(819) 739-2308";"Kavanagh";"Marco Alexandre";"M.";"Directeur école Le Delta";"116";"J0Y2A0";"100, rue Rupert Case postale 690";"10";"48.229";"-77.933";"Matagami";"Oui";"Non";
"801008";"École  Le Filon";"801000";"";"";"4";"Public";"École";"4187457621";"4221";"(418) 745-3693";"Beaupré";"2";"Mme.";"Directrice";"116";"G0W1H0";"45, 5e Avenue Case postale 30";"10";"46.819";"-71.969";"Chapais";"Oui";"Non";
"752167";"École Le Goéland";"752000";"goeland@csrs.qc.ca";"www.csrs.qc.ca/etablissements";"4";"Public";"École";"8198225505";"16711";"(819) 822-5562";"Potvin";"Claudie";"Mme.";"";"110";"J1J3P9";"90, rue de l'Ontario";"5";"45.398";"-71.913";"5";"Oui";"Non";
"872013";"École Le manège";"872000";"lemanege@csbf.qc.ca";"www.csbf.qc.ca/ecoles/s01_ecole013.asp?ecoleID=14";"2";"Public";"École";"8197581400";"";"";"Trempe";"16";"Mme.";"";"5";"G6P9H4";"110, rue du Manège";"17";"46.047";"-71.913";"24";"Oui";"Non";
"711042";"École Le Marinier";"711000";"lemarinier@csmm.qc.ca";"";"3";"Public";"École";"4187293221";"3000";"(418) 562-1312";"Marmen";"Bobby";"M.";"Directeur d'établissement";"72";"G0J1T0";"161, rue Principale";"1";"46.842";"-71.537";"Les Méchins";"Oui";"Non";
"752155";"École Le Monarque";"752000";"valdulac@csrs.qc.ca";"www.csrs.qc.ca/etablissements";"7";"Public";"École";"8198644221";"53227";"(819) 864-6975";"Lemaire ";"Dany";"M.";"";"92";"J1N3A3";"8475, chemin Blanchette";"5";"45.323";"-72.071";"5";"Oui";"Non";
"823019";"École l'Enfant-Jésus";"823000";"enfant-jesus@csbe.qc.ca";"www.csbe.qc.ca/MyScriptorWeb/scripto.asp?resultat=141766";"3";"Public";"École";"4182285541";"7127";"(418) 253-6326";"Pelchat";"34";"M.";"Directeur";"6";"G0S3J0";"217, rue Principale";"12";"46.393";"-71.07";"Vallée-Jonction";"Oui";"Non";
"831043";"École L'Envol";"831000";"l'envol@cslaval.qc.ca";"";"3";"Public";"École";"4506627000";"5510";"(450) 661-8585";"Vernier";"Nicole";"Mme.";"Directrice";"75";"H7E2E1";"3661, boul. de la Concorde Est";"13";"45.624";"-73.686";"2";"Oui";"Non";
"823014";"École l'Envolée";"823000";"envolee@csbe.qc.ca";"recit.csbe.qc.ca/lenvolee/";"3";"Public";"École";"4182285541";"7123";"(418) 479-6570";"44";"25";"M.";"Directeur";"6";"G0R1M0";"150, rue Principale";"12";"46.737";"-70.579";"Frampton";"Oui";"Non";
"841133";"École l'Envolée";"841000";"l'envolee@csaffluents.qc.ca";"";"4";"Public";"École";"4504923745";"";"(450) 964-9437";"Loignon";"23";"M.";"Directeur";"114";"J6A2P1";"129 rue Notre-Dame";"14";"45.736";"-73.457";"12";"Oui";"Non";
"866050";"École l'Envolée";"866000";"s050@csvdc.qc.ca";"www.lenvolee.csvdc.qc.ca";"4";"Public";"École";"4507777536";"";"(450) 777-8016";"Brault";"Gaétan";"M.";"Directeur d'école";"-1";"J2J2K5";"549, rue Fournier";"16";"45.402";"-72.777";"16";"Oui";"Non";
"831017";"École L'Envolée";"831000";"l'envolee@cslaval.qc.ca";"";"3";"Public";"École";"4506627000";"5540";"(450) 628-4842";"Lesage";"Myriam";"Mme.";"Directrice";"108";"H7L4M4";"2589, boulevard des Oiseaux";"13";"45.592";"-73.796";"2";"Oui";"Non";
"762039";"École Léonard-De Vinci, pavillon 2e et 3e cycle";"762000";"ldv@csdm.qc.ca";"Http://www.csdm.qc.ca/leonarddevinci/";"3";"Public";"École";"5145964924";"";"(514) 596-7696";"Provost";"16";"Mme.";"Direction";"122";"H2A2M2";"7575, 19e Avenue";"6";"45.566";"-73.6";"0";"Oui";"Non";
"831064";"École Léon-Guilbault";"831000";"leon-guilbault@cslaval.qc.ca";"";"3";"Public";"École";"4506627000";"5870";"(450) 662-5929";"45";"Ginette";"Mme.";"Directrice";"62";"H7N2H7";"133, boulevard Cartier Ouest";"13";"45.564";"-73.725";"2";"Oui";"Non";
"869005";"École Léopold-Carrière";"869000";"lcarriere@cstrois-lacs.qc.ca";"www.cstrois-lacs.qc.ca/elc/";"3";"Public";"École";"4502679233";"3020";"(450) 267-0389";"Migneault";"Jacques";"M.";"Directeur d'école";"111";"J7X1G3";"285, Route 338";"16";"45.267";"-74.217";"Les Coteaux";"Oui";"Non";
"841102";"École Léopold-Gravel";"841000";"Leopold-Gravel@csaffluents.qc.ca";"www.csaffluents.qc.ca/wgravel/ecole.html";"7";"Public";"École";"4504923601";"1102";"(450) 471-7276";"Lépine";"Luc";"M.";"Directeur";"114";"J6W1M8";"766, rue Saint-Paul";"14";"45.706";"-73.619";"10";"Oui";"Non";
"865105";"École Le Petit-Bonheur";"865000";"petit-bonheur@csp.qc.ca";"www.csp.qc.ca/ecolesWEB/ec105.htm";"3";"Public";"École";"4504679932";"";"(450) 467-7623";"Messier";"19";"Mme.";"Directrice";"14";"J3G3G4";"80, rue F.-X.-Garneau";"16";"45.587";"-73.201";"Beloeil";"Oui";"Non";
"771018";"École Le Petit Prince";"771000";"petitprince@csdraveurs.qc.ca";"www.csdraveurs.qc.ca/petitprince/";"3";"Public";"École";"8195683777";"";"(819) 568-4441";"Bélisle";"35";"Mme.";"Directrice";"37";"J8T6H2";"44, rue de Juan-les-Pins";"7";"45.476";"-75.676";"3";"Oui";"Non";
