"Code d'organisme";"Nom courant";"Nom d'organisme officiel";"Code organisme responsable";"Nom d'organisme responsable";"Adresse de courrier electronique";"Adresse de site WEB";"Direction régionale";"Région administrative";"Ordre d'appartenance";"Réseau d'enseignement";"Type d'organisme";"Numéro de téléphone";"Numéro de poste téléphone";"Numéro de télécopieur";"Numéro - nom de rue et casier postal de l'adresse géographique";"Municipalité de l'adresse géographique";"Province de l'adresse géographique";"Code postal de l'adresse géographique";"Numéro - nom de rue et casier postal de l'adresse postale";"Municipalité de l'adresse postale";"Province de l'adresse postale";"Code postal de l'adresse postale";"Circonscription électorale provinciale";"Code de municipalité ISQ";"Fonction";"Titre de l'intervenant";"Titre court";"Appellation";"Nom du directeur";"Prénom du directeur";"Préscolaire";"Primaire";"Secondaire";"Éducation des adultes";"Formation professionnelle";"Collégial";"Universitaire";"Français";"Anglais";"Autres";
"868018";"École Élisabeth-Monette";"École Élisabeth-Monette";"868000";"CS de la Vallée-des-Tisserands";"elisabeth-monette@csvt.qc.ca";"http://www.csvt.qc.ca/em/index.htm";"Montérégie";"Montérégie";"Préscolaire, primaire";"Public";"École";"(450) 373-1256";"1800";"(450) 373-8367";"10, rue Kent";"Salaberry-de-Valleyfield";"Québec";"J6S 4T3";"10, rue Kent";"Salaberry-de-Valleyfield";"Québec";"J6S 4T3";"Beauharnois";"70052";"Directeur";"";"Direction";"Mme.";"Lacasse";"Chantal";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"712004";"École Élisabeth-Turgeon";"École Élisabeth-Turgeon";"712000";"CS des Phares";"elisabeth-turgeon@csphares.qc.ca";"http://www.csphares.qc.ca/e-turgeon/";"Bas-St-Laurent Gasp. Île-Mad.";"Bas-Saint-Laurent";"Préscolaire, primaire";"Public";"École";"(418) 724-3553";"6400";"(418) 724-2286";"10, 8e Rue Ouest";"Rimouski";"Québec";"G5L 5B4";"10, 8e Rue Ouest";"Rimouski";"Québec";"G5L 5B4";"Rimouski";"10043";"Directeur";"Directrice d'école";"Directrice d'école";"Mme.";"Hallé";"Nancy";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"887010";"École Elizabeth Ballantyne";"École Elizabeth Ballantyne";"887000";"CS English-Montréal";"eballantyne@emsb.qc.ca";"http://www.emsb.qc.ca/elizabethballantyne/index.htm";"Montréal";"Montréal";"Préscolaire, primaire";"Public";"École";"(514) 484-1006";"";"(514) 484-7405";"314, avenue Northview";"Montréal-Ouest";"Québec";"H4X 1E2";"314, avenue Northview";"Montréal-Ouest";"Québec";"H4X 1E2";"Notre-Dame-de-Grâce";"66047";"Directeur";"";"";"M.";"Delaney";"Otis";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";
"711033";"École Émile-Dubé ";"École Émile-Dubé";"711000";"CS des Monts-et-Marées";"emile-dube@csmm.qc.ca";"";"Bas-St-Laurent Gasp. Île-Mad.";"Bas-Saint-Laurent";"Préscolaire, primaire";"Public";"École";"(418) 733-4462";"3200";"(418) 562-8158";"204, rue Principale";"Saint-Adelme";"Québec";"G0J 2B0";"204, rue Principale";"Saint-Adelme";"Québec";"G0J 2B0";"Matane-Matapédia";"08030";"Directeur";"Directrice d'établissement";"Directrice";"Mme.";"Métivier";"Joanne";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"763202";"École Émile-Nelligan";"École Émile-Nelligan";"763000";"CS Marguerite-Bourgeoys";"direction.emile-nelligan@csmb.qc.ca";"";"Montréal";"Montréal";"Préscolaire, primaire";"Public";"École";"(514) 855-4235";"";"(514) 694-0246";"101, rue Charlevoix";"Kirkland";"Québec";"H9J 3E2";"101, rue Charlevoix";"Kirkland";"Québec";"H9J 3E2";"Nelligan";"66102";"Directeur";"Directrice";"Directrice";"Mme.";"Ostiguy";"Manon";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"841030";"École Émile-Nelligan";"École Émile-Nelligan";"841000";"CS des Affluents";"emile-nelligan@csaffluents.qc.ca";"";"Laval Laurentides Lanaudière";"Lanaudière";"Préscolaire, primaire";"Public";"École";"(450) 492-3554";"1030";"(450) 581-9722";"45, rue Fiset";"Repentigny";"Québec";"J6A 4G1";"45, rue Fiset";"Repentigny";"Québec";"J6A 4G1";"Repentigny";"60013";"Directeur";"Directrice";"";"Mme.";"Chicoine";"Sylvie";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"867002";"École Émilie-Gamelin";"École Émilie-Gamelin";"867000";"CS des Grandes-Seigneuries";"emiliegamelin@csdgs.qc.ca";"http://www.csdgs.qc.ca/Internet/002/Index.htm";"Montérégie";"Montérégie";"Préscolaire, primaire";"Public";"École";"(514) 380-8899";"4021";"(450) 444-5428";"275, boulevard des Mésanges";"La Prairie";"Québec";"J5R 5Z1";"275, boulevard des Mésanges";"La Prairie";"Québec";"J5R 5Z1";"La Prairie";"67015";"Directeur";"Directrice d'école";"Directrice";"Mme.";"Lessard";"Andrée";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"851240";"École Emmanuel-Chénard";"École Emmanuel-Chénard";"851000";"CS de la Seigneurie-des-Mille-Îles";"emmanuelchenard@cssmi.qc.ca";"http://www.cssmi.qc.ca/etablissements/emmanuel-chenard/";"Laval Laurentides Lanaudière";"Laurentides";"Préscolaire, primaire";"Public";"École";"(450) 491-5454";"";"(450) 491-5456";"600, 28e Avenue";"Deux-Montagnes";"Québec";"J7R 6L2";"600, 28e Avenue";"Deux-Montagnes";"Québec";"J7R 6L2";"Deux-Montagnes";"72010";"Directeur";"Directeur d'école";"Directeur";"M.";"Villeneuve";"Yvon";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"842018";"École Émmélie-Caron";"École Émmélie-Caron";"842000";"CS des Samares";"emmelie-caron.018@cssamares.qc.ca";"www.cssamares.qc.ca";"Laval Laurentides Lanaudière";"Lanaudière";"Préscolaire, primaire";"Public";"École";"(450) 758-3582";"";"(450) 752-1768";"2420, rue Principale";"Sainte-Élisabeth";"Québec";"J0K 2J0";"2420, rue Principale";"Sainte-Élisabeth";"Québec";"J0K 2J0";"Berthier";"52030";"Directeur";"Directrice";"DIR";"Mme.";"Melançon";"Chantal";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"763022";"École Enfants-du-Monde";"École Enfants-du-Monde";"763000";"CS Marguerite-Bourgeoys";"";"";"Montréal";"Montréal";"Préscolaire, primaire";"Public";"École";"(514) 855-4500";"1022";"";"2915, rue Marcel";"Montréal";"Québec";"H4R 1B2";"2915, rue Marcel";"Montréal";"Québec";"H4R 1B2";"Saint-Laurent";"66023";"Directeur";"Directeur";"Directeur";"M.";"Bernier";"René";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"763008";"École Enfant-Soleil";"École Enfant-Soleil";"763000";"CS Marguerite-Bourgeoys";"direction.enfant-soleil@csmb.qc.ca";"";"Montréal";"Montréal";"Préscolaire, primaire";"Public";"École";"(514) 747-3065";"";"(514) 747-3189";"1615, rue Tassé";"Montréal";"Québec";"H4L 1R1";"1615, rue Tassé";"Montréal";"Québec";"H4L 1R1";"Saint-Laurent";"66023";"Directeur";"Directrice";"Directrice";"Mme.";"Marchand";"Suzanne";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"841036";"École Entramis";"École Entramis";"841000";"CS des Affluents";"entramis@csaffluents.qc.ca";"";"Laval Laurentides Lanaudière";"Lanaudière";"Préscolaire, primaire";"Public";"École";"(450) 492-3567";"1036";"(450) 582-3401";"595, boulevard L'Assomption";"Repentigny";"Québec";"J6A 6Z5";"595, boulevard L'Assomption";"Repentigny";"Québec";"J6A 6Z5";"Repentigny";"60013";"Directeur";"Directrice";"Directrice";"Mme.";"Lagacée";"Lucie";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"872009";"École Entreprise";"École Entreprise Prince-Daveluy";"872000";"CS des Bois-Francs";"";"";"";"";"Secondaire";"Public";"École";"(819) 364-7859";"";"(819) 364-7858";"50, rue Boulet";"Princeville";"Québec";"G6L 4M1";"50, rue Boulet";"Princeville";"Québec";"G6L 4M1";"";"32033";"Directeur";"Directrice";"Directrice";"Mme.";"Provencher";"Liette";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"812025";"Ecole Esdras-Minville";"École Esdras-Minville";"812000";"CS des Chic-Chocs";"esdras@cschic-chocs.net";"www.cschic-chocs.net";"Bas-St-Laurent Gasp. Île-Mad.";"Gaspésie--Îles-de-la-Madeleine";"Préscolaire, primaire, secondaire";"Public";"École";"(418) 393-2811";"2500";"(418) 368-8965";"18, rue Saint-François-Xavier Est";"Grande-Vallée";"Québec";"G0E 1K0";"18, rue Saint-François-Xavier Est Case postale 128";"Grande-Vallée";"Québec";"G0E 1K0";"Gaspé";"03020";"Directeur";"Directrice d'école";"Directrice d'école";"Mme.";"Brousseau";"Léona";"Oui";"Oui";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"762242";"École Espace-Jeunesse";"École Espace-Jeunesse";"762000";"CS de Montréal";"ejeunesse@csdm.qc.ca";"";"Montréal";"Montréal";"Secondaire";"Public";"École";"(514) 596-4288";"";"(514) 596-7966";"3655, rue Saint-Hubert";"Montréal";"Québec";"H2L 3Z9";"3655, rue Saint-Hubert";"Montréal";"Québec";"H2L 3Z9";"Sainte-Marie--Saint-Jacques";"66023";"Directeur";"Directrice";"Dir.";"Mme.";"Desrochers";"Céline";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"841117";"École Esther-Blondin";"École Esther-Blondin";"841000";"CS des Affluents";"esther-blondin@csaffluents.qc.ca";"";"Laval Laurentides Lanaudière";"Lanaudière";"Préscolaire, primaire";"Public";"École";"(450) 492-3632";"";"(450) 471-5564";"905, rue Vaillant";"Terrebonne";"Québec";"J6X 1N1";"905, rue Vaillant";"Terrebonne";"Québec";"J6X 1N1";"Terrebonne";"64008";"Directeur";"Directeur";"";"M.";"Pelletier";"Michel";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"824170";"École Étienne-Chartier, de l'Amitié";"École Étienne-Chartier, de l'Amitié (Couvent Saint-Gilles)";"824000";"CS des Navigateurs";"etienne-chartier@csnavigateurs.qc.ca";"";"Capit.-Nation. et Chaud.-App.";"Chaudière-Appalaches";"Préscolaire, primaire";"Public";"École";"(418) 888-4210";"";"(418) 888-4702";"1550, rue du Couvent";"Saint-Gilles";"Québec";"G0S 2P0";"1550, rue du Couvent";"Saint-Gilles";"Québec";"G0S 2P0";"Lotbinière-Frontenac";"33035";"Directeur";"Directeur";"Directeur";"M.";"Pichette";"Eric";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"762158";"École Étoile filante";"École Étoile filante";"762000";"CS de Montréal";"efilante@csdm.qc.ca";"http://www.csdm.qc.ca/etoile-filante/";"Montréal";"Montréal";"Primaire";"Public";"École";"(514) 596-5682";"";"(514) 596-3343";"5619, chemin de la Côte-Saint-Antoine";"Montréal";"Québec";"H4A 1R5";"5619, chemin de la Côte-Saint-Antoine";"Montréal";"Québec";"H4A 1R5";"Notre-Dame-de-Grâce";"66023";"Directeur";"Directrice";"Dir.";"Mme.";"Belhumeur";"Julie";"Non";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"772001";"École Euclide-Lanthier";"École Euclide-Lanthier";"772000";"CS des Portages-de-l'Outaouais";"ecole.euclide-lanthier@cspo.qc.ca";"www.cspo.qc.ca/ecole/lanthier";"Outaouais";"Outaouais";"Préscolaire, primaire, secondaire";"Public";"École";"(819) 684-5341";"";"(819) 685-2628";"50, rue Élizabeth";"Gatineau";"Québec";"J9H 1E9";"50, rue Élizabeth";"Gatineau";"Québec";"J9H 1E9";"Pontiac";"81017";"Directeur";"Directeur";"Directeur";"M.";"Rochette";"Alain";"Oui";"Oui";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"762260";"École Eulalie-Durocher";"École Eulalie-Durocher";"762000";"CS de Montréal";"edurocher@csdm.qc.ca";"http://www.csdm.qc.ca/EDurocher/";"Montréal";"Montréal";"Secondaire";"Public";"École";"(514) 596-4949";"";"(514) 596-4960";"2455, avenue Létourneux";"Montréal";"Québec";"H1V 2N9";"2455, avenue Létourneux";"Montréal";"Québec";"H1V 2N9";"Hochelaga-Maisonneuve";"66023";"Directeur";"Directrice";"Dir.";"Mme.";"Girard";"Amélie";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"762247";"École Eurêka";"École Eurêka";"762000";"CS de Montréal";"emcm@csdm.qc.ca";"";"Montréal";"Montréal";"Secondaire";"Public";"École";"(514) 596-5273";"";"(514) 596-5274";"1995, rue Victor-Doré";"Montréal";"Québec";"H3M 1S4";"1995, rue Victor-Doré";"Montréal";"Québec";"H3M 1S4";"Acadie";"66023";"Directeur";"";"";"Mme.";"Couturier";"Chantale";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"866001";"École Eurêka";"École Eurêka";"866000";"CS du Val-des-Cerfs";"p001@csvdc.qc.ca";"www.eureka@csvdc.qc.ca";"Montérégie";"Montérégie";"Préscolaire, primaire";"Public";"École";"(450) 372-9079";"";"(450) 770-2389";"220 rue Yvan-Duquette";"Granby";"Québec";"J2H 0Y9";"220 rue Yvan-Duquette";"Granby";"Québec";"J2H 0Y9";"Granby";"47017";"Directeur";"Directrice d'école";"Directrice";"Mme.";"Daigle";"Valérie";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"762281";"École Évangéline";"École Évangéline";"762000";"CS de Montréal";"evangeline@csdm.qc.ca";"http://www.csdm.qc.ca/evangeline/";"Montréal";"Montréal";"Secondaire";"Public";"École";"(514) 596-5280";"";"(514) 596-7597";"11845, boulevard de l'Acadie";"Montréal";"Québec";"H3M 2T4";"11845, boulevard de l'Acadie";"Montréal";"Québec";"H3M 2T4";"Acadie";"66023";"Directeur";"Directeur";"Directeur";"M.";"Simard";"Pierre";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"752045";"École Eymard";"École Eymard";"752000";"CS de la Région-de-Sherbrooke";"eymard@csrs.qc.ca";"http://www.csrs.qc.ca/etablissements";"Estrie";"Estrie";"Préscolaire, primaire";"Public";"École";"(819) 822-5654";"34506";"(819) 822-5657";"255, rue Kennedy Nord";"Sherbrooke";"Québec";"J1E 2E8";"255, rue Kennedy Nord";"Sherbrooke";"Québec";"J1E 2E8";"Saint-François";"43027";"Directeur";"Directrice";"Directrice";"Mme.";"Custeau";"Mélanie";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"762127";"École Face";"École FACE";"762000";"CS de Montréal";"face@csdm.qc.ca";"http://face.csdm.qc.ca/";"Montréal";"Montréal";"Préscolaire, primaire, secondaire";"Public";"École";"(514) 350-8899";"8003";"(514) 350-2612";"3449, rue University";"Montréal";"Québec";"H3A 2A8";"3449, rue University";"Montréal";"Québec";"H3A 2A8";"Westmount--Saint-Louis";"66023";"Directeur";"Directrice";"Dir.";"Mme.";"Plante";"Ginette";"Oui";"Oui";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"887047";"École F.A.C.E.";"École F.A.C.E.";"887000";"CS English-Montréal";"face@emsb.qc.ca";"";"Montréal";"Montréal";"Préscolaire, primaire, secondaire";"Public";"École";"(514) 350-8899";"";"(514) 350-2612";"3449, rue Université";"Montréal";"Québec";"H3A 2A8";"3449, rue Université";"Montréal";"Québec";"H3A 2A8";"Westmount--Saint-Louis";"66023";"Directeur";"Directrice";"";"Mme.";"Plante";"Ginette";"Oui";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";
"206501";"École Félix-Antoine";"École Félix-Antoine";"206500";"École Félix-Antoine";"dmayano@hotmail.com";"";"Montréal";"Montréal";"Secondaire, éducation des adultes";"Privé";"Installation";"(514) 385-1219";"";"";"10730, rue Chambord";"Montréal";"Québec";"H2C 2R8";"10730, rue Chambord";"Montréal";"Québec";"H2C 2R8";"Crémazie";"66023";"Directeur";"Directrice";"Directrice";"Mme.";"Mayano";"Denise";"Non";"Non";"Oui";"Oui";"Non";"Non";"Non";"Oui";"Non";"Non";
"723116";"École Félix-Antoine-Savard";"École Félix-Antoine-Savard";"723000";"CS des Rives-du-Saguenay";"felix-antoine-savard@csrsaguenay.qc.ca";"www.csrsaguenay.qc.ca/fasavard/";"Saguenay  Lac-Saint-Jean";"Saguenay--Lac-Saint-Jean";"Préscolaire, primaire";"Public";"École";"(418) 698-5155";"";"(418) 698-5049";"1140, rue Bizet";"Saguenay";"Québec";"G7H 4H4";"1140, rue Bizet";"Saguenay";"Québec";"G7H 4H4";"Chicoutimi";"94068";"Directeur";"";"directeur";"M.";"Émond";"Luc";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"761003";"École Félix-Leclerc";"École Félix-Leclerc";"761000";"CS de la Pointe-de-l'Île";"felix-leclerc-dir@cspi.qc.ca";"http://www.cspi.qc.ca/fl/Accueil.htm";"Montréal";"Montréal";"Préscolaire, primaire";"Public";"École";"(514) 642-9910";"";"(514) 642-9933";"1750, boulevard du Tricentenaire";"Montréal";"Québec";"H1B 3B1";"1750, boulevard du Tricentenaire";"Montréal";"Québec";"H1B 3B1";"Pointe-aux-Trembles";"66023";"Directeur";"Directrice";"Directrice";"Mme.";"Gauvin";"Martine";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"762134";"École Félix-Leclerc";"École Félix-Leclerc";"762000";"CS de Montréal";"fleclerc@csdm.qc.ca";"http://www.csdm.qc.ca/felix-leclerc";"Montréal";"Montréal";"Préscolaire, primaire";"Public";"École";"(514) 736-8130";"";"(514) 736-8131";"6055, avenue Darlington";"Montréal";"Québec";"H3S 2H9";"6055, avenue Darlington";"Montréal";"Québec";"H3S 2H9";"Mont-Royal";"66023";"Directeur";"Directrice";"Directrice";"Mme.";"Labrie";"Linda";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"763240";"École Félix-Leclerc";"École Félix-Leclerc";"763000";"CS Marguerite-Bourgeoys";"direction.felix-leclerc@csmb.qc.ca";"http://www2.csmb.qc.ca/felix-leclerc/";"Montréal";"Montréal";"Secondaire";"Public";"École";"(514) 855-4225";"";"(514) 694-6815";"311, rue Inglewood";"Pointe-Claire";"Québec";"H9R 2Z8";"311, rue Inglewood";"Pointe-Claire";"Québec";"H9R 2Z8";"Jacques-Cartier";"66097";"Directeur";"Directrice";"Directrice";"Mme.";"Vallée";"Diane";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"841041";"École Félix-Leclerc";"École Félix-Leclerc";"841000";"CS des Affluents";"felix-leclerc@csaffluents.qc.ca";"www.csaffluents.qc.ca/wfelix";"Laval Laurentides Lanaudière";"Lanaudière";"Secondaire";"Public";"École";"(450) 492-3578";"1041";"(450) 657-0453";"250, boulevard Louis-Philippe-Picard";"Repentigny";"Québec";"J5Y 3W9";"250, boulevard Louis-Philippe-Picard";"Repentigny";"Québec";"J5Y 3W9";"Repentigny";"60013";"Directeur";"Directeur";"Directeur";"M.";"Fleurant";"Réjean";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"864020";"École Félix-Leclerc";"École Félix-Leclerc";"864000";"CS Marie-Victorin";"felix_leclerc@csmv.qc.ca";"http://educ.csmv.qc.ca/felix_leclerc/";"Montérégie";"Montérégie";"Primaire";"Public";"École";"(450) 651-7768";"";"(450) 679-1831";"1450, rue de Wagram";"Longueuil";"Québec";"J4K 1G1";"1450, rue de Wagram";"Longueuil";"Québec";"J4K 1G1";"Marie-Victorin";"58227";"Directeur";"Directeur d'école primaire";"Directeur";"M.";"Riopel";"Robert";"Non";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"867033";"École Félix-Leclerc";"École Félix-Leclerc";"867000";"CS des Grandes-Seigneuries";"felixleclerc@csdgs.qc.ca";"http://www.csdgs.qc.ca/FelixLeclerc/index.htm";"Montérégie";"Montérégie";"Préscolaire, primaire";"Public";"École";"(514) 380-8899";"4331";"(450) 638-2612";"161, boulevard Monchamp";"Saint-Constant";"Québec";"J5A 2K8";"161, boulevard Monchamp";"Saint-Constant";"Québec";"J5A 2K8";"Sanguinet";"67035";"Directeur";"Directrice d'école";"Directrice";"Mme.";"Massé";"Jacinthe";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"761042";"École Fernand-Gauthier";"École Fernand-Gauthier";"761000";"CS de la Pointe-de-l'Île";"fernand-gauthier-dir@cspi.qc.ca";"http://www.cspi.qc.ca/fg/";"Montréal";"Montréal";"Préscolaire, primaire";"Public";"École";"(514) 881-7140";"";"(514) 881-7142";"12600, avenue Paul-Dufault";"Montréal";"Québec";"H1E 2B6";"12600, avenue Paul-Dufault";"Montréal";"Québec";"H1E 2B6";"LaFontaine";"66023";"Directeur";"Directrice";"Directrice";"Mme.";"Aylwin";"Lucie";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"733010";"École Fernand-Seguin";"École Fernand-Seguin";"733000";"CS des Découvreurs";"fernand-seguin@csdecou.qc.ca";"http://pedagogie.csdecou.qc.ca/fernandseguin";"Capit.-Nation. et Chaud.-App.";"Capitale-Nationale";"Préscolaire, primaire";"Public";"École";"(418) 652-2107";"3030";"(418) 652-2301";"2590, rue Biencourt";"Québec";"Québec";"G1V 1H3";"2590, rue Biencourt";"Québec";"Québec";"G1V 1H3";"Jean-Talon";"23027";"Directeur";"";"Directrice";"Mme.";"Vallée";"Linda";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"867012";"École Fernand-Seguin";"École Fernand-Seguin";"867000";"CS des Grandes-Seigneuries";"fernandseguin@csdgs.qc.ca";"http://www.classehelene.ca/";"Montérégie";"Montérégie";"Secondaire";"Public";"École";"(514) 380-8899";"4121";"(450) 659-9613";"201, boulevard Jean-Leman";"Candiac";"Québec";"J5R 4V5";"201, boulevard Jean-Leman";"Candiac";"Québec";"J5R 4V5";"La Prairie";"67020";"Directeur";"Directrice par intérim";"Directrice";"Mme.";"Hautot";"Stéphanie";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"762101";"École Fernand-Seguin, pav. H.-Reeves";"École Fernand-Seguin, pavillon Hubert-Reeves";"762000";"CS de Montréal";"fseguin@csdm.qc.ca";"http://www.csdm.qc.ca/FSeguin/";"Montréal";"Montréal";"Préscolaire, primaire";"Public";"École";"(514) 596-5200";"";"(514) 596-7352";"10050, avenue Durham";"Montréal";"Québec";"H2C 2G4";"10050, avenue Durham";"Montréal";"Québec";"H2C 2G4";"Crémazie";"66023";"";"";"";"";"";"";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"853005";"École Fleur-des-Neiges";"École Fleur-des-Neiges";"853000";"CS des Laurentides";"fdn@cslaurentides.qc.ca";"";"Laval Laurentides Lanaudière";"Laurentides";"Préscolaire, primaire";"Public";"École";"(819) 326-3414";"";"(819) 326-7306";"99, rue Sainte-Agathe";"Sainte-Agathe-des-Monts";"Québec";"J8C 2J9";"99, rue Sainte-Agathe";"Sainte-Agathe-des-Monts";"Québec";"J8C 2J9";"Bertrand";"78032";"Directeur";"Directeur";"Directeur";"M.";"Pipon";"Stephanne";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"831003";"École Fleur-de-vie";"École Fleur-de-vie";"831000";"CS de Laval";"fleur-de-vie@cslaval.qc.ca";"";"Laval Laurentides Lanaudière";"Laval";"Préscolaire, primaire";"Public";"École";"(450) 662-7000";"5270";"(450) 627-4053";"3600, rue Duhamel";"Laval";"Québec";"H7R 1K7";"3600, rue Duhamel";"Laval";"Québec";"H7R 1K7";"Fabre";"65005";"Directeur";"Directrice";"Directrice";"Mme.";"Fortin";"Katy";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"831038";"École Fleur-Soleil";"École Fleur-Soleil";"831000";"CS de Laval";"fleur-soleil@cslaval.qc.ca";"http://www.cslaval.qc.ca/fleursoleil/";"Laval Laurentides Lanaudière";"Laval";"Préscolaire, primaire";"Public";"École";"(450) 662-7000";"5300";"(450) 665-6284";"8585, rue de l'Église";"Laval";"Québec";"H7A 1L1";"8585, rue de l'Église";"Laval";"Québec";"H7A 1L1";"Mille-Îles";"65005";"Directeur";"Directeur";"Directeur";"M.";"Vaillancourt";"Christian";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"742362";"École forestière de La Tuque";"École forestière de La Tuque - Éducation des adultes";"742000";"CS de l'Énergie";"";"http://www.csenergie.qc.ca";"Mauricie Centre-du-Québec";"Mauricie";"Éducation des adultes";"Public";"Centre éducation des adultes";"(819) 676-3006";"";"(819) 676-3008";"461, rue Saint-François";"La Tuque";"Québec";"G9X 1T8";"461, rue Saint-François";"La Tuque";"Québec";"G9X 1T8";"Laviolette";"90012";"Directeur";"";"";"M.";"Renaud";"Gilles";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"742461";"École forestière de La Tuque";"École forestière de La Tuque - Formation professionnelle";"742000";"CS de l'Énergie";"";"http://www.csenergie.qc.ca";"Mauricie Centre-du-Québec";"Mauricie";"Formation professionnelle";"Public";"Centre de formation prof.";"(819) 676-3006";"";"(819) 676-3008";"461, rue Saint-François";"La Tuque";"Québec";"G9X 1T8";"461, rue Saint-François";"La Tuque";"Québec";"G9X 1T8";"Laviolette";"90012";"Directeur";"";"";"M.";"Renaud";"Gilles";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";"Non";"Non";
